id,project_id,sub_names,weight_percentage,lng,lat,district
329,p001,华漕镇,0.008413214989211317,121.306446999999,31.232364,闵行区
330,p001,梅陇镇,0.014851085059186512,121.428841999999,31.1195,闵行区
331,p001,七宝镇,0.012743353788138498,121.357712,31.1593599999999,闵行区
332,p001,吴泾镇,0.0035833096220936095,121.464732,31.048675,闵行区
333,p001,莘庄工业区,0.002594226829538809,121.380458,31.0702359999999,闵行区
334,p001,马桥镇,0.004015657639799149,121.370612999999,31.027527,闵行区
335,p001,新虹街道,0.002868108895117869,121.315849,31.2145719999999,闵行区
336,p001,浦江镇,0.012443299643066005,121.535568,31.066598,闵行区
337,p001,虹桥镇,0.007068497051765512,121.383694999999,31.185152,闵行区
338,p001,颛桥镇,0.006760535789187118,121.400485,31.069136,闵行区
339,p001,曹家渡街道,0.005486114865191877,121.441517999999,31.236217,静安区
340,p001,彭浦新村街道,0.011989037861219222,121.448813999999,31.317544,静安区
341,p001,共和新路街道,0.00741040929843312,121.463256,31.2730359999999,静安区
342,p001,大宁路街道,0.005961684023674606,121.460373,31.287227,静安区
343,p001,临汾路街道,0.005989992624372341,121.467337999999,31.320586,静安区
344,p001,静安寺街道,0.002099362801226078,121.448963999999,31.228207,静安区
345,p001,芷江西路街道,0.005725625579261529,121.468223,31.261574,静安区
346,p001,北站街道,0.005981477029179858,121.478862,31.252063,静安区
347,p001,江宁路街道,0.005624359037286495,121.453333,31.240902,静安区
348,p001,彭浦镇,0.011379213827663394,121.439101,31.296733,静安区
349,p001,宝山路街道,0.006085888970336154,121.480634,31.262469,静安区
350,p001,天目西路街道,0.002342018914477001,121.461772,31.256742,静安区
351,p001,石门二路街道,0.002579995286253,121.467265,31.241621,静安区
352,p001,南京西路街道,0.002803548847526669,121.458976,31.230012,静安区
353,p001,吕巷镇,0.0016652686815624431,121.222825,30.838213,金山区
354,p001,张堰镇,0.0013046206537740226,121.292353,30.805317,金山区
355,p001,朱泾镇,0.0037301933977293353,121.178534,30.9015159999999,金山区
356,p001,廊下镇,0.0011849562019802778,121.183027,30.8051159999999,金山区
357,p001,石化街道,0.0030946234205166466,121.357694,30.7224729999999,金山区
358,p001,枫泾镇,0.002793085899090524,121.043648,30.893546,金山区
359,p001,亭林镇,0.003568211596321765,121.346299,30.8623169999999,金山区
360,p001,山阳镇,0.0024754593367480693,121.368562,30.767645,金山区
361,p001,漕泾镇,0.0013072258817479684,121.41103,30.803185,金山区
362,p001,金山卫镇,0.00191864469337958,121.300217999999,30.752004,金山区
363,p001,南翔镇,0.0032839511817136864,121.310534,31.311836,嘉定区
364,p001,真新街道,0.003793371486620016,121.369118,31.2548469999999,嘉定区
365,p001,嘉定镇街道,0.002924745014015205,121.256891,31.387162,嘉定区
366,p001,菊园新区管委会,0.001800640167174172,121.259004,31.408371,嘉定区
367,p001,马陆镇,0.005706779451087933,121.306465999999,31.364139,嘉定区
