,年份,生活垃圾清运量,常住人口,城镇人口比重,户数,平均每户人数,性别比例,年龄构成(0-14),年龄构成(15-64),年龄构成(65以上),城市居民人均可支配收入,城市居民人均消费支出,一般公共财政支出,国内生产总值,第一产业生产总值,第二产业生产总值,第三产业生产总值,人均生产总值,"就业人员受教育程度
（大学本科及以上）"
150,2017,213.1,926,58.04,262.6061,3.47,109.53,19.816753926701573,71.98952879581152,8.193717277486911,30817.4,20371.9,1443.97,4462.54,962.84,996.35,2503.35,48430.0,6.8
151,2018,222.4,934,59.06,267.3772,3.41,107.74,19.182554191694962,72.61687124575606,8.21363280229825,33348.7,22971.2,1691.3,4832.05,1000.11,1095.79,2736.15,51955.0,7.8
152,2000,563.11,6674,26.08,1870.1332,3.57,103.71,22.82,70.32,6.86,5661.16,4348.47,415.5374,5088.96,824.55,2559.96,1704.45,7662.757711002295,10.939999535679817
153,2001,665.2,6699,-52.7393798828125,1897.0942,3.53,103.65,21.802036761053152,70.23720814704421,7.960755091902633,5984.82,4479.75,514.1754,5577.78,913.9,2767.41,1896.47,8362.0,17.69693684577942
154,2002,681.7,6735,-127.40625,1913.0114,3.52,103.78,21.172682545175512,71.19299459849842,7.634322856326076,6679.68,5069.04,576.5891,6122.53,957.01,3046.0,2119.52,9115.0,26.76104736328125
155,2003,713.1,6769,-87.75,1933.3392,3.51,103.73,19.195120852048248,73.24730730520213,7.5575718427496295,7239.06,5439.77,646.7439,7098.56,1064.33,3657.19,2377.04,10513.239001069309,31.92919921875
156,2004,741.0,6809,-10128.0,1959.9936,3.48,103.81,17.450588698205152,74.56339477587093,7.986016525923907,7951.0,5819.0,785.5591,8768.79,1370.4,4635.23,2763.16,12918.0,26.625
157,2005,680.1,6851,37.69,1984.4921,3.46,103.89,17.674470919308032,74.15256666990129,8.172962410790689,9107.1,6699.67,979.1635,10096.11,1503.07,5232.5,3360.54,14782.259717593866,924.0
158,2006,678.2,6898,38.77,2015.4244,3.4430065945415764,103.80473299337679,16.620337652139767,74.89124460149196,8.488417746368276,10304.6,7343.49,1180.359,11660.43,1606.48,6115.01,3938.94,16962.0,1.4237985093806218
159,2007,686.46,6943,40.25,2054.3688,3.42,103.96,16.75406686508874,74.38465535975811,8.859702996803199,11690.5,8235.0,1506.6482,13709.5,1804.72,7241.8,4662.98,19877.0,1.6
160,2008,662.77,6989,41.9,2095.3575,3.4065094381269105,103.767790897915,16.060399168003052,75.20045728076722,8.739143551229736,13441.1,9086.7,1881.6696,16188.61,2034.6,8777.42,5376.59,23239.0,1.8082996316426632
161,2009,678.05,7034,43.74,2153.4069,3.35,103.78,16.50627379785679,74.6381119161994,8.8556142859438,14718.3,9678.8,2347.5894,17235.48,2207.34,8959.83,6068.31,24581.0,2.2
162,2010,589.28,7194,44.5,2208.5271,3.3,103.87,16.829964451630598,74.93149531530581,8.238540233063588,16263.0,10318.3,3537.39,24515.76,2905.73,13126.86,8483.17,33969.0,2.77
163,2011,584.6,7241,45.6,2259.5303,3.25,103.84,17.603983123454196,74.22770404616801,8.168312830377783,18292.0,11609.0,3537.39,24515.76,2905.73,13126.86,8483.17,33969.0,4.34
164,2012,577.4,7288,46.8,2294.8028,3.23,103.86,17.945597473933496,72.96319442160312,9.09285267901194,20543.44,12531.0,4079.44,26575.01,3186.66,14003.57,9384.78,36584.0,4.39
165,2013,585.3,7333,48.12,2325.9725,3.23,104.07,17.799957036865674,73.03402349752962,9.166019465604707,22226.7,14970.0,4409.58,28301.41,3500.42,14762.1,10038.89,38716.0,4.16
166,2014,614.1,7384,49.33,2353.8487,3.23,104.07,18.62,72.05,9.32,24141.3,16203.8,4677.3,29421.15,3447.46,15012.85,10960.84,39984.0,5.53
167,2015,635.9,7425,51.33,2356.044,3.25,103.99,18.23,71.6,10.17,26152.2,17586.6,5632.19,29806.11,3439.45,14386.87,11979.79,40255.0,6.5
168,2016,725.2,7470,53.32,2367.7782,3.25,103.81,18.46,70.63,10.91,28249.4,19105.9,6049.53,32070.45,3492.81,15256.93,13320.71,43062.0,6.7
169,2017,699.6,7520,55.01,2427.5877,3.16,103.52,17.962181490191025,70.23805688883162,11.799761620977357,30547.8,20600.3,6639.18,34016.32,3129.98,15846.21,15040.13,45387.0,6.7
170,2018,755.7,7556,56.43,2462.502,3.21,100.99,18.479331901077426,68.83228067908314,12.686772093624306,32977.2,22127.4,7726.21,36010.27,3338.0,16040.06,16632.21,47772.0,7.399999999999999
171,2000,551.74,9488,23.2,2468.9472,3.86,105.83,25.94,67.1,6.96,4766.26,3830.71,445.5295,5137.66,1161.58,2413.78,1562.3,5443.878145695364,10.0299998447299
172,2001,575.0,9555,-56.86865234375,2491.5384,3.85,105.94,25.16136078195817,67.39693114181182,7.441708076230001,5267.42,4110.17,508.5795,5640.11,1234.34,2659.04,1746.73,5924.0,15.452220559120178
173,2002,607.5,9613,-131.625,2533.3878,3.82,105.98,23.90471870285781,68.71287964301162,7.382401654130581,6245.4,4504.68,629.1811,6168.73,1288.36,2951.06,1929.31,6436.0,22.38421630859375
174,2003,651.2,9667,-30.0,2574.7445,3.79,106.27,22.587841606246513,69.36829809847521,8.043860295278284,6926.12,4941.6,716.5978,7048.59,1239.7,3551.94,2256.95,7570.175061754913,25.92529296875
175,2004,681.5,9717,6400.0,2623.8469,3.77,106.39,21.227694655194334,70.63959649048445,8.132708854321196,7705.0,5294.0,879.9580000000001,8815.09,1647.48,4515.35,2652.26,9470.0,7.1875
176,2005,756.7,9380,30.65,2740.2185,3.65,106.81,21.132137472455245,70.6291639282999,8.238618059045631,8668.0,6038.02,1116.0412,10587.42,1892.01,5514.14,3181.27,11346.497983941523,7920.0
177,2006,722.6,9392,32.47,2789.6271,3.648911963896536,106.9207822050347,20.903877036017434,71.03578802477631,8.060334939206241,9810.3,6685.18,1440.0878,12495.97,2049.92,6724.61,3721.44,13313.0,0.9542893421157056
178,2007,737.46,9360,34.34,2851.4012,3.63,106.94,20.371269951422626,72.05644228544992,7.571131158917417,11477.1,7826.7,1870.6135,15012.46,2217.66,8282.83,4511.97,16012.0,0.8500000000000001
179,2008,757.04,9429,36.03,2910.5664,3.61282161437719,106.90853475698401,19.84312062751749,72.33293289049068,7.82394648199185,13231.1,8837.5,2281.6093,18407.78,2658.8,10477.92,5271.06,19593.0,1.03347692545444
180,2009,679.46,9487,37.7,2986.1665,3.57,106.91,19.159501750541835,71.95679615118965,8.883702098268511,14371.6,9567.0,2905.763,19480.46,2769.05,11010.5,5700.91,20597.0,1.36
181,2010,694.61,9405,38.5,3051.5823,3.54,106.75,21.00109625722505,70.64056161942209,8.35834212335286,15930.0,10838.5,4248.82,26931.03,3512.24,15427.08,7991.72,28661.0,2.16
182,2011,729.5,9388,40.57,3102.0568,3.52,106.82,20.73608617594255,70.4655395970477,8.798374227009774,18195.0,12336.0,4248.82,26931.03,3512.24,15427.08,7991.72,28661.0,3.06
183,2012,795.8,9406,42.43,3110.0392,3.51,107.25,20.55094733891416,70.62803409655596,8.821018564529899,20442.62,13733.0,5006.4,29599.31,3769.54,16672.2,9157.57,31499.0,3.12
184,2013,805.6,9413,43.8,3125.2028,3.53,107.31,20.766398929049533,70.30686849963959,8.926732571310882,21740.7,15248.8,5582.31,32155.86,4058.98,17806.39,10290.49,34174.0,3.66
185,2014,832.8,9436,45.2,3178.0654,3.49,107.47,20.93,70.31,8.76,23672.1,16184.5,6028.69,34938.24,4160.01,17816.56,12961.67,37072.0,4.57
186,2015,891.8,9480,46.85,2061.6461,3.5,107.44,20.99,69.16,9.85,25575.6,17154.3,6799.35,37002.16,4209.56,17917.37,14875.23,39123.0,5.2
187,2016,915.4,9532,48.5,3289.922,3.46,106.99,20.79,69.14,10.08,27232.9,18087.8,7453.74,40471.79,4286.21,19275.82,16909.76,42575.0,5.1000000000000005
188,2017,985.6,9559,50.16,3285.4413,3.46,106.88,20.854376305297134,68.30200620213911,10.843617492563762,29557.9,19422.3,8215.52,44552.83,4139.29,21105.52,19308.02,46674.0,4.9
189,2018,1019.6,9605,51.71,3287.3881,3.38,103.2,21.30301605256803,67.6419374928507,11.055046454581273,31874.2,20989.2,9217.73,48055.86,4289.38,22034.83,21731.65,50152.0,5.2
190,2000,917.56,3807,51.54,1099.5834,3.36,103.72,18.9,75.68,5.42,4912.88,3824.44,381.8736,3253.0,357.0,1868.55,1027.45,8561.652849059086,6.569999342318624
191,2001,1150.6,3811,48.97697448730469,1122.8419,3.31,103.58,18.35501605791737,75.60829568341406,6.039409939578683,5425.87,4192.36,478.2724,3561.0,409.3,1998.74,1152.96,9349.0,9.300132751464844
192,2002,1007.3,3813,47.166015625,1148.1899,3.25,103.4,16.997302015553085,76.64391895466328,6.358779029783633,6100.32,4461.96,531.8682,3882.16,447.0,2169.15,1266.01,10184.0,12.677871704101562
193,2003,1042.9,3815,-89.7578125,1172.0909,3.18,103.46,15.841137611758153,77.51306608654126,6.645796301700582,6678.9,5015.19,564.908,4430.0,500.8,2532.45,1396.75,11615.1,14.21533203125
194,2004,1059.7,3817,34816.0,1198.3917,3.14,103.39,14.535055449638838,78.66867162535914,6.796272925002015,7471.0,5568.0,697.5516,5303.004094871349,587.7562627679998,3155.33246305,1559.915369053348,13897.0,16.03125
195,2005,1125.8,3820,53.1,1234.8584,3.05,103.4,14.807958912047336,77.59049297237006,7.6015481155826095,8272.5,6178.01,787.7854,5511.5,684.6,2971.68,1855.22,14434.056149172431,5984.0
196,2006,1006.2,3823,53.5,1269.7489,2.986265709700556,103.17498454677248,14.00405588102749,77.92643082469581,8.066696710229833,9182.3,6655.43,968.5255,6188.9,737.59,3365.31,2086.0,16195.0,2.4482584553255933
197,2007,963.15,3824,53.9,1287.6484,2.97,103.0,13.156025345949475,77.90469695678118,8.942119171426135,10245.3,7519.3,1187.2711,7065.0,915.38,3695.58,2454.04,18478.0,1.99
198,2008,898.64,3825,55.4,1325.7179,2.8895065835650295,102.820769489067,12.707564575645756,78.17112546125459,9.118427121771216,11581.3,8623.0,1542.3004,8310.0,1089.1,4365.9,2855.0,21727.0,1.9585363523454689
199,2009,912.39,3826,55.5,1357.3103,2.83,102.75,12.335241450168796,79.0048436811977,8.662850432995743,12566.0,9629.6,1877.7379999999998,8587.0,1154.33,4060.72,3371.95,22447.0,2.51
200,2010,782.35,3833,55.66,1391.221,2.76,102.34,11.939348735557203,79.77826167991739,8.282389584525403,13857.0,10683.9,2794.08,12582.0,1701.5,6330.53,4549.97,32819.0,3.87
201,2011,796.6,3834,56.5,1433.5288,2.67,102.16,11.737949140641696,80.26681320023202,7.992184876514942,15696.0,12054.0,2794.08,12582.0,1701.5,6330.53,4549.97,32819.0,3.89
202,2012,710.0,3834,56.9,1449.0547,2.63,102.04,12.122538293216632,79.04032510159425,8.837136605189123,17759.75,12984.0,3171.52,13691.58,2113.66,6037.61,5540.31,35711.0,3.39
203,2013,581.9,3835,57.4,1471.4372,2.57,102.11,11.980664118037346,79.07807020315315,8.941265678809518,20848.4,15704.1,3369.18,14382.93,2516.79,5918.22,5947.92,37509.0,4.33
204,2014,553.4,3833,58.01,1490.1691,2.51,101.89,11.59,79.02,9.39,22609.0,16466.6,3434.22,15039.38,2611.36,5544.41,6883.61,39226.0,4.630000000000001
205,2015,523.0,3812,58.8,1504.4449,2.45,101.8,10.57,78.59,10.84,24202.6,17152.1,4020.66,15083.67,2633.5,4798.08,7652.09,39462.0,8.6
206,2016,541.9,3799,59.2,1490.8207,2.45,101.66,10.05,78.01,11.94,25736.4,18145.2,4227.34,15386.09,2670.46,4400.69,8314.94,40432.0,8.899999999999997
207,2017,553.2,3789,59.4,1484.2182,2.43,101.03,9.945281750983966,77.91750663978753,12.137211609228507,27446.0,19269.8,4641.08,15902.68,2965.25,4060.6,8876.83,41916.0,8.6
208,2018,524.9,3773,60.1,1501.339,2.4,99.22,10.557099463581725,77.22807471078653,12.214825825631745,29191.3,21035.5,4676.75,16361.62,3000.96,4030.94,9329.72,43274.0,8.4
209,2000,650.57,5646,40.22,1612.9905,3.68,106.83,22.87,70.82,6.31,5524.54,4644.5,368.7701,4276.32,662.3,2123.7,1490.32,7188.276388379934,6.630003720521927
210,2001,731.9,5658,-8.10693359375,1639.5245,3.63,106.58,22.433367526122712,70.83123250517238,6.733661352295844,5855.98,4804.79,484.4034,4662.28,692.17,2313.66,1656.45,7813.0,0.9652872085571289
211,2002,760.0,5672,-57.96875,1699.7562,3.52,106.71,23.077442213598786,68.1103425004218,8.810528091783365,6788.64,5608.92,511.3895,4975.63,707.0,2446.05,1822.58,8319.0,-8.23114013671875
212,2003,813.4,5685,-34.0,1703.6926,3.52,107.59,21.139159232224927,70.96850500135172,7.892335766423358,7321.98,5963.25,540.4356,5401.71,798.35,2580.58,2022.78,9010.7,-15.37109375
213,2004,891.3,5698,-108096.0,1750.0277,3.43,107.41,19.271919330029053,72.53802768757477,8.190052982396171,8023.0,6399.0,646.2888,6309.92,1020.09,2994.67,2295.16,10500.0,-52.5
214,2005,885.2,5710,43.2,1828.3127,3.27,107.66,18.884819746395987,71.94439446220285,9.170653485467517,8785.9,6736.56,778.7159,6520.14,1082.13,2810.01,2628.0,11431.0,-5120.0
215,2006,695.4,5693,43.8,1862.8356,3.2415004308485407,107.5999459270425,16.979461089127568,73.22781232334653,9.792726587525907,9802.7,7397.32,1047.0041,7581.32,1140.41,3365.08,3075.83,13296.0,3.133117403713562
216,2007,673.24,5699,44.3,1912.8903,3.18,107.61,15.703709357350025,74.41230346511983,9.88207907189742,11485.8,8701.2,1277.3257,9230.68,1378.0,3966.68,3886.0,16206.0,2.52
217,2008,680.76,5711,45.2,1938.6754,3.1520443288236897,107.613968716114,14.683637348395463,75.18618101630655,10.130181635297983,13152.9,9477.5,1650.2763,11330.38,1780.0,4963.61,4586.77,19860.0,2.6811819595645456
218,2009,680.62,5720,46.0,1973.0045,3.11,107.75,14.464629782548856,75.36078015021037,10.174590067240768,14367.5,10294.1,2090.9225,12961.1,1795.9,6038.08,5127.12,22677.0,2.57
219,2010,711.12,5728,49.7,2007.0282,3.06,107.36,13.913564387348925,76.99820958997901,9.088226022672076,16058.0,11451.0,3214.74,19632.26,2569.3,9815.94,7247.02,34197.0,3.56
220,2011,736.3,5758,51.83,2034.1788,3.03,107.54,14.305753201870301,75.58446838788372,10.11181134376906,18374.0,13164.0,3214.74,19632.26,2569.3,9815.94,7247.02,34197.0,5.66
221,2012,716.6,5779,53.5,2043.5215,3.02,107.49,14.08573383935793,75.15502187934217,10.761318152595448,20839.59,14496.0,3759.79,22250.45,2848.77,11193.1,8208.58,38572.0,5.41
222,2013,745.8,5799,54.51,2058.7948,3.0,107.69,14.945674885081484,75.14834935227749,9.905975762641038,22667.9,15334.5,4371.65,24668.49,3098.16,12171.56,9398.77,42613.0,4.83
223,2014,739.3,5816,55.67,2051.3794,3.0,107.89,15.98,73.77,10.25,24852.3,16681.4,4934.15,27379.22,3176.89,12852.4,11349.93,47145.0,6.07
224,2015,832.2,5852,56.85,2330.1159,2.98,108.18,15.18,73.59,11.23,27051.5,18192.3,6132.84,29550.19,3309.84,13503.56,12736.79,50654.0,7.6
225,2016,880.1,5885,58.1,2072.3647,2.97,108.26,15.48,72.94,11.58,29385.8,20040.0,6422.98,32665.38,3659.33,14654.38,14351.67,55665.0,7.5
226,2017,908.0,5902,59.3,2097.927,2.93,108.15,15.818338673896966,71.94971653931476,12.231944786788269,31889.4,21275.6,6801.26,35478.09,3528.96,15441.75,16507.38,60199.0,7.6
227,2018,954.2,5917,60.3,2097.7471,2.92,106.63,15.351148500969114,72.15761474699987,12.493298692729594,34454.6,23995.9,7258.27,39366.55,3547.51,17088.95,18730.09,66616.0,8.4
228,2000,358.46,6562,29.75,1843.5055,3.53,108.06,22.17,70.54,7.29,6218.73,5218.79,347.8324,3691.88,784.92,1461.86,1445.1,5639.014942653386,9.069998681545258
229,2001,1048.3,6596,-43.4599609375,1869.2820000000002,3.5,107.88,21.931154271277432,69.99684193904943,8.07200378967314,6780.56,5546.22,431.6953,3983.0,825.73,1573.0,1584.27,6054.0,8.26559829711914
230,2002,459.4,6629,-112.75,1900.7502,3.45,108.21,20.356389644527308,71.06244460066631,8.581165754806369,6958.56,5574.72,533.0229,4340.94,847.25,1737.2,1756.49,6565.0,5.527435302734375
231,2003,443.9,6663,1124.0,1936.7209,3.41,108.49,19.361731353306574,71.65641550037392,8.9818531463195,7674.2,6082.62,573.7453,4638.73,886.47,1794.21,1958.05,7554.0,0.8828125
232,2004,488.9,6698,-2605056.0,2013.0389,3.3,108.72,18.534462877262033,72.68338432680926,8.782152795928722,8617.0,6885.0,719.5435,5612.26,1155.85,2214.41,2242.0,9117.0,73.0
233,2005,486.0,6326,37.0,2046.2623,3.26,108.67,18.712672998448703,71.16065553409929,10.12667146745199,9524.0,7504.99,873.4181,6511.34,1274.15,2596.71,2640.48,10426.0,69632.0
234,2006,510.0,6342,38.71,2076.8614,3.274815112842869,108.76361953189051,18.008334042010375,71.43634662811462,10.555319329874989,10504.7,8169.3,1064.5177,7568.89,1332.23,3151.7,3084.96,11950.0,1.9137329716517124
235,2007,511.17,6355,40.45,2123.6977,3.24,108.68,16.779144256791476,72.89232982768662,10.330238772224316,12293.5,8990.7,1357.031,9200.0,1626.52,3916.44,3657.04,14492.0,1.65
236,2008,542.79,6380,42.15,2165.7172,3.2069509814116097,108.40016306305999,16.671870663336108,72.81779072994726,10.510338606716623,13821.2,9945.5,1765.2249,11156.64,2007.4,4933.08,4216.16,17521.0,1.669932691488456
237,2009,511.94,6406,43.2,2177.4607,3.22,108.11,17.219288982752552,71.6033086941218,11.17740232312566,15084.3,10828.2,2210.4442,13059.69,1969.69,5687.19,5402.81,20428.0,2.08
238,2010,505.22,6570,43.3,2218.2205,3.19,107.88,17.620062001716207,72.60933442446223,9.770603573821566,16566.0,11825.3,3520.76,19669.56,2768.03,9361.99,7539.54,29880.0,2.7
239,2011,531.6,6596,45.1,2256.7911,3.16,107.75,17.900303455129453,71.61895973452113,10.480736810349416,18844.0,13403.0,3520.76,19669.56,2768.03,9361.99,7539.54,29880.0,5.08
240,2012,565.4,6639,46.65,2271.4495,3.14,107.85,18.6464238004116,70.24768025417916,11.10589594540925,21318.76,14609.0,4119.0,22154.23,3004.21,10506.42,8643.6,33480.0,5.17
241,2013,616.8,6691,47.96,2286.5745,3.13,108.07,18.26907405059853,71.1602890309495,10.570636918451983,24352.0,16867.3,4690.89,24501.67,3099.23,11517.35,9885.09,36763.0,4.77
242,2014,600.8,6737,49.28,2313.5817,3.11,108.08,18.3,70.83,10.87,26570.2,18334.7,5017.38,27037.32,3148.75,12482.06,11406.51,40271.0,5.5299999999999985
243,2015,638.2,6783,50.89,2415.9025,3.11,108.05,18.41,70.37,11.22,28838.1,19501.4,5728.72,28902.21,3331.62,12810.82,12759.77,42754.0,6.6000000000000005
244,2016,681.6,6822,52.75,2353.7037,3.11,107.85,18.2,69.91,11.89,31283.9,21420.0,6339.16,31551.37,3578.37,13341.17,14631.83,46382.0,7.0
245,2017,764.9,6860,54.62,2363.8329,3.09,107.6,18.40697653891645,69.42115204688686,12.171871414196694,33947.9,23162.6,6869.39,33902.96,2998.4,14145.49,16759.07,49558.0,7.1
246,2018,824.5,6899,56.02,2383.8444,2.94,104.04,19.486517092504773,68.02675348573854,12.48672942175667,36698.3,25064.2,7479.61,36425.78,3083.59,14453.54,18888.65,52949.0,7.399999999999999
247,2000,640.68,2682,49.68,762.2021,3.45,103.54,18.96,75.19,5.85,4810.0,4020.87,260.6694,1821.19,398.73,800.28,622.18,6847.4026950610605,8.529998395591974
248,2001,626.6,2691,33.134765625,780.7437,3.38,103.44,17.626149447492466,76.08762846766092,6.286222084846611,5340.46,4337.22,326.4343,2032.48,409.1,880.84,742.54,7640.0,10.924924850463867
249,2002,619.8,2699,-8.40625,795.7799,3.33,103.41,5.035027909938934,77.03892406248829,6.687146442887649,6260.16,4973.88,362.61699999999996,2246.12,446.17,978.37,821.58,8334.0,13.989593505859375
250,2003,580.6,2704,-2744.0,804.6886,3.3,103.25,15.241343126967474,77.70948883225904,7.0491680407734965,7005.17,5492.1,409.2265,2522.62,486.9,1143.39,892.33,9338.0,17.046875
251,2004,571.8,2709,-12058624.0,823.8813,3.23,103.21,13.891730120847065,78.65287722089631,7.455392658256621,7841.0,6069.0,507.7758,2958.21,560.96,1379.31,1017.94,10932.0,-107.0
252,2005,580.4,2716,52.52,845.1466,3.16,103.08,14.487416275395534,77.84190791962438,7.670675804980084,8690.6,6794.71,631.1212,3620.27,625.61,1580.83,1413.83,13348.0,-1146880.0
253,2006,558.0,2723,52.97,863.877,3.101728949838924,102.9283882296471,13.120469040922234,78.61981539436675,8.255754070435371,9775.1,7352.64,718.3588,4275.12,672.76,1915.29,1687.07,15720.0,2.3955075348308217
254,2007,568.16,2730,53.16,884.9381,3.05,102.69,13.1088682331352,78.0827382614593,8.808393505405514,11285.5,8560.3,883.7597,5284.69,783.8,2475.45,2025.44,19383.0,2.76
255,2008,563.64,2734,53.21,904.2059,2.9977292782539906,102.625562626703,12.231465029882086,78.64238410596026,9.126150864157648,12829.5,9729.1,1180.1223,6424.06,916.7,3064.63,2442.73,23514.0,2.9124907513284506
256,2009,521.3,2740,53.32,924.7022,2.94,102.43,12.168877571974207,78.94369378619245,8.88742864183334,14006.3,10914.4,1479.2092,7278.75,980.57,3541.92,2756.26,26595.0,3.65
257,2010,499.43,2747,53.35,946.9654,2.88,102.34,11.989717630049961,79.62557573786148,8.38470663208855,15411.0,11679.0,2201.74,10568.83,1277.44,5611.48,3679.91,38460.0,4.64
258,2011,493.0,2749,53.4,967.9216,2.82,102.17,12.724563644103872,78.5781183482333,8.701575138356748,17797.0,13011.0,2201.74,10568.83,1277.44,5611.48,3679.91,38460.0,5.65
259,2012,508.6,2750,53.7,978.1266,2.76,101.89,12.244542245849493,80.01655845570613,7.7388992984443785,20208.04,14614.0,2471.2,11939.24,1412.11,6376.77,4150.36,43415.0,6.19
260,2013,485.4,2751,54.2,997.7427,2.68,101.95,11.754084643502006,78.58369665741844,9.657814770775532,21331.1,15940.7,2744.81,12981.46,1509.34,6858.23,4613.89,47191.0,6.68
261,2014,504.6,2752,54.81,1008.1384,2.65,101.63,12.22,77.61,10.17,23217.8,17156.1,2913.25,13803.14,1524.01,7286.59,4992.54,50160.0,7.25
262,2015,490.3,2753,55.31,1009.8734,2.64,101.54,11.98,77.1,10.91,24900.9,17972.6,3217.1,14063.13,1596.28,7005.71,5461.14,51086.0,8.2
263,2016,534.1,2733,55.97,1018.1460000000001,2.6,101.52,12.65,76.5,10.85,26530.4,19166.4,3586.09,14776.8,1498.52,7004.95,6273.33,53868.0,8.0
264,2017,495.0,2717,56.65,1020.2139,2.56,101.14,12.442026400285409,75.36567962896895,12.196753478415983,28318.7,20051.2,3725.72,14944.53,1095.36,6998.51,6850.66,54838.0,8.8
265,2018,470.6,2704,57.53,1025.5137,2.59,99.97,12.289721733640013,75.33937671943355,12.370901546926444,30171.9,22393.7,3789.59,15074.62,1160.75,6410.85,7503.02,55611.0,9.2
266,2000,515.15,7327,41.49,2268.5561,3.12,103.94,19.65,71.59,8.76,6800.23,5323.18,591.281,8582.727627410371,1031.17,4435.889026458081,3115.668600952292,11772.965926860716,4.249996066093445
267,2001,633.9,7359,2.25,2300.8289999999997,3.08,103.89,19.011793987046413,70.73705348304438,10.249738382781343,7375.1,5532.74,729.6421,9511.91,1082.43,4907.46,3522.02,12922.0,-11.116561889648438
268,2002,723.2,7406,-20.25,2323.0638,3.07,103.86,18.79642573253296,71.31677767727435,9.88816709152208,8177.64,6042.6,860.2526,10631.75,1119.12,5550.98,3961.65,14391.0,-34.82373046875
269,2003,774.5,7458,-477.0,2344.837,3.06,103.68,17.018652267463374,71.63649320925897,11.344854523277647,9262.46,6708.58,1047.6812,12460.83,1106.35,6787.11,4567.37,16809.0,-51.71875
270,2004,817.7,7523,2031616.0,2359.613,3.05,103.42,16.326163635106163,72.94971989764161,10.72411646725223,10482.0,7332.0,1312.0404,15403.16452869,1315.38,8716.10685692,5371.67767177,20705.0,1908.0
271,2005,834.8,7588,50.5,2382.2102,3.04,103.34,15.535942044804509,73.59685240546807,10.867104483887074,12318.6,8621.82,1673.3965,18305.66,1461.49,10355.03,6489.14,24560.0,-57671680.0
272,2006,851.3,7656,51.9,2390.1796,3.061578887209982,103.12999117553088,14.969628925929124,73.97299709243745,11.058813369030139,14084.3,9628.59,2013.2502,21645.08,1545.01,12250.84,7849.23,28814.0,2.779778193864324
273,2007,898.43,7723,53.2,2390.5543,3.08,103.13,14.259816123045047,74.58814727421837,11.152036602736572,16378.0,10715.2,2553.7217,25741.15,1816.24,14306.4,9618.52,33928.0,2.26
274,2008,934.46,7762,54.3,2399.1492,3.0796887913432003,103.08204476976299,13.756361323155215,74.50699745547074,11.736641221374047,18679.5,11977.6,3247.4927,30312.61,2100.0,16663.81,11548.8,39622.0,2.319334797029012
275,2009,957.31,7810,55.6,2403.8912,3.09,103.05,13.685626947097454,74.28295622413013,12.029954220356586,20551.7,13153.0,4017.364,34457.3,2261.86,18566.37,13629.07,44744.0,2.77
276,2010,1017.05,7869,60.58,2417.0059,3.09,102.96,13.009612992043918,76.10996034232542,10.880426665630658,22944.0,14357.5,6221.72,49110.27,3064.77,25203.28,20842.21,62290.0,4.86
277,2011,1119.8,7899,61.9,2425.1086,3.1,102.96,12.988071423279244,76.19619174631399,10.817218641179519,26341.0,16782.0,6221.72,49110.27,3064.77,25203.28,20842.21,62290.0,5.960000000000001
278,2012,1210.1,7920,63.0,2416.2724,3.13,103.0,13.16677511614182,75.33858934975713,11.496148782591591,29676.97,18825.0,7027.67,54058.22,3418.29,27121.95,23517.98,68347.0,6.25
279,2013,1202.7,7939,64.11,2424.4397,3.14,102.93,13.327534108598115,74.41626224704697,12.254677532582484,31585.5,22262.3,7798.47,59161.75,3646.08,29094.03,26421.64,74607.0,6.69
280,2014,1352.4,7960,65.21,2435.4199,3.16,102.73,13.76,74.17,12.06,34346.3,23476.3,8472.45,65088.32,3634.33,30854.5,30599.49,81874.0,7.09
281,2015,1456.1,7976,66.52,2439.5787,3.16,102.6,13.56,73.75,12.69,37173.5,24966.0,9687.58,70116.38,3986.05,32044.45,34085.88,87995.0,10.9
282,2016,1562.3,7999,67.72,2453.8505,3.17,102.45,13.73,72.76,13.51,40151.6,26432.9,9981.96,77388.28,4077.18,34619.5,38691.6,96887.0,11.3
283,2017,1734.7,8029,68.76,2469.6502,3.16,102.27,13.447806354009074,72.62027231467474,13.933434190620275,43621.8,27726.3,10621.03,85869.76,4045.16,38654.87,43169.73,107150.0,11.7
284,2018,1718.0,8051,69.61,2497.3345,3.04,100.18,13.7296199769683,71.97254379053277,14.296320989150855,47200.0,29461.9,11657.35,92595.4,4141.72,41248.52,47205.16,115168.0,12.5
285,2000,197.37,4149,27.67,1064.5841,3.91,108.32,25.99,67.9,6.11,5103.58,3623.56,223.4722,2003.07,485.14,700.76,817.17,4851.258304129116,11.090004920959473
286,2001,213.2,4186,-71.484375,1114.3159,3.78,108.68,25.661263331418443,67.43262482203961,6.903614156904864,5506.02,3894.51,283.7144,2175.68,506.0,788.12,881.56,5221.0,4.116279602050781
287,2002,205.0,4222,-139.5,1141.101,3.74,108.62,24.541798126249372,68.09566243587582,7.364947857710557,6335.64,4549.32,341.3843,2450.48,535.98,951.77,962.73,5829.0,-7.96875
288,2003,236.6,4254,-6688.0,1176.8595,3.66,108.88,23.228959536187443,69.81145636185046,6.959584101962099,6901.42,4914.55,382.0981,2830.46,560.0,1227.38,1043.08,6678.0,-3.59375
