,年份,生活垃圾清运量,常住人口,城镇人口比重,户数,平均每户人数,性别比例,年龄构成(0-14),年龄构成(15-64),年龄构成(65以上),城市居民人均可支配收入,城市居民人均消费支出,一般公共财政支出,国内生产总值,第一产业生产总值,第二产业生产总值,第三产业生产总值,人均生产总值,"就业人员受教育程度
（大学本科及以上）"
289,2004,258.7,4284,-115343360.0,1201.7143,3.63,109.2,21.58510740776418,70.39061747423177,8.02668336383778,7560.0,5338.0,454.0598,3495.94,711.7,1595.74,1188.5,8189.0,-480.0
290,2005,264.4,4311,37.0,1238.4943,3.54,109.97,25.09777946000505,66.46602601844842,8.436194521546527,8619.7,6109.39,563.9525,4056.76,727.37,1917.47,1411.92,9440.0,16842752.0
291,2006,274.5,4339,38.68,1276.0913,3.492765447111817,110.10970320525317,24.522698345354264,66.9869475155357,8.492849834036287,9551.1,6645.54,696.4361,4670.53,786.14,2320.74,1563.65,10798.0,2.127069268473135
292,2007,252.15,4368,39.8,1318.3032,3.44,110.23,22.648641882588556,68.4015521341845,8.947302540993867,11451.7,7810.7,905.0582,5500.25,905.77,2840.92,1753.56,12633.0,2.94
293,2008,249.24,4400,41.36,1357.9214,3.37445208537107,110.248767847265,22.701461272493248,68.91451934482497,8.384019382681776,12866.4,8717.4,1210.073,6480.33,1060.38,3414.88,2005.07,14781.0,2.044617909256221
294,2009,280.78,4432,43.18,1387.9820000000002,3.34,110.07,22.00275608635737,69.92037972745368,8.076864186188946,14021.5,9740.0,1562.3742,7655.18,1098.66,3919.45,2637.07,17335.0,2.33
295,2010,284.0,4462,44.06,1428.0177,3.29,110.05,21.904230536681,70.49319265208463,7.6025768112343535,15481.0,10618.7,2534.6,11702.82,1391.07,6390.55,3921.2,26150.0,2.47
296,2011,306.6,4488,45.7,1461.3992,3.25,109.81,21.47178470845937,70.90591425889225,7.6223010326483776,17495.0,11747.0,2534.6,11702.82,1391.07,6390.55,3921.2,26150.0,3.17
297,2012,327.2,4504,47.51,1489.6725,3.22,109.9,21.514103246407664,70.39648749334751,8.089409260244809,19860.36,12776.0,3019.22,12948.88,1520.23,6942.59,4486.06,28800.0,2.95
298,2013,339.0,4522,48.87,1511.2341,3.19,110.14,19.702044425390532,71.2949813777766,9.002974196832884,22119.7,13843.0,3470.3,14338.5,1636.49,7671.38,5030.63,31771.0,3.82
299,2014,308.5,4542,50.22,1524.3788,3.23,110.07,20.74,70.01,9.24,24309.2,15141.8,3882.7,15714.63,1683.72,8247.93,5782.98,34674.0,4.14
300,2015,329.3,4566,51.62,3207.0026,3.3,109.89,21.47,69.47,9.06,26500.1,16731.8,4412.55,16723.78,1772.98,8411.57,6539.23,36724.0,5.4
301,2016,399.5,4592,53.1,1508.6709,3.3,109.96,21.22,69.18,9.6,28673.3,17695.6,4617.4,18499.0,1904.53,8829.54,7764.93,40400.0,4.8
302,2017,451.5,4622,54.6,1520.5798,3.28,109.82,21.6046956476168,68.6424023268611,9.75552236459398,31198.1,19244.5,5111.47,20006.31,1835.26,9627.98,8543.07,43424.0,5.0
303,2018,448.8,4648,56.02,1522.2219,3.25,107.97,20.28623949579832,69.97899159663865,9.734768907563023,33819.4,20760.0,5667.52,21984.78,1877.33,10250.21,9857.24,47434.0,5.800000000000002
304,2000,837.96,4184,54.24,1315.3164,3.14,103.51,17.68,74.49,7.83,5357.79,4356.06,518.0841,4669.06,503.44,2344.4,1821.22,11226.400577061797,4.140008926391602
305,2001,767.5,4194,48.20849609375,1329.9375,3.12,103.49,17.128494663596065,74.2713518064532,8.600153529950722,5797.01,4654.42,635.4295,5033.08,544.44,2440.55,2048.09,12041.0,-3.5480728149414062
306,2002,774.4,4203,-0.78125,1344.4283,3.09,103.32,15.694097288982887,76.20649875024034,8.099403960776774,6524.52,5342.64,690.9202,5458.22,590.2,2609.85,2258.17,12986.0,-16.6943359375
307,2003,791.0,4210,2240.0,1361.7093,3.06,103.16,14.700714818647864,75.59508050735276,9.704204673999373,7240.58,6077.92,784.3764,6002.54,615.8,2898.89,2487.85,14257.814726840857,-32.375
308,2004,778.8,4217,208666624.0,1380.2204,3.02,103.01,13.905109489051096,76.63503649635038,9.45985401459854,8008.0,6543.0,931.3979,6872.6520946035225,769.8962,3278.884818892353,2823.8710757111708,16297.0,8336.0
309,2005,768.0,4221,58.7,1400.2028,2.99,102.79,14.239512319970222,75.99131597363292,9.769171706396863,9107.6,7369.27,1204.3636,8009.01,882.41,3953.28,3173.32,18983.201256367305,-650117120.0
310,2006,755.5,4271,58.99,1419.1703,2.966771006974991,102.62798962496996,12.528357676327396,76.88307715836966,10.591114169916649,10369.6,7987.49,1422.7471,9251.15,976.37,4729.5,3545.28,21788.0,3.5892001474382598
311,2007,771.38,4298,59.2,1439.2972,2.94,102.45,12.67645039041636,76.68947274715772,10.634076862425923,12300.4,9429.7,1764.2805,11023.49,1133.4,5853.1,4036.99,25729.0,3.7
312,2008,796.71,4315,60.05,1452.7033,2.9229211498314904,102.26850662498501,12.129373140453472,76.53637016517901,11.334256694367497,14392.7,11231.5,2153.4348,13461.57,1302.0,7512.11,4647.46,31259.0,4.789669171633411
313,2009,813.29,4341,60.35,1473.3291,2.89,102.08,11.041140805121133,77.4597309323688,11.499128262510085,15761.4,12324.6,2682.3864,15212.49,1414.9,7906.34,5891.25,35239.0,4.83
314,2010,837.26,4375,62.1,1488.7739,2.86,101.79,11.42262173668859,78.26921819234956,10.308160070961849,17713.0,13280.0,3905.85,22226.7,1915.57,12152.15,8158.98,50760.0,5.97
315,2011,876.0,4383,64.05,1498.6573,2.84,101.53,11.360055545170507,77.86738590541299,10.772558549416509,20467.0,14790.0,3905.85,22226.7,1915.57,12152.15,8158.98,50760.0,5.84
316,2012,929.9,4389,65.65,1508.8157,2.81,101.34,10.382021244641052,79.68378799049725,9.936921438518883,23222.67,16594.0,4558.59,24846.43,2155.82,13230.49,9460.12,56649.0,5.54
317,2013,927.1,4390,66.45,1505.5414,2.81,101.18,10.416494162457564,79.36849659131683,10.215009246225607,26697.0,19318.4,5197.42,27077.65,2321.63,14269.46,10486.56,61686.0,6.32
318,2014,917.1,4391,67.05,1515.0869,2.8,100.96,10.26,77.58,12.16,29081.7,20519.6,5080.49,28626.58,2285.75,14384.64,11956.19,65201.0,7.5
319,2015,933.2,4382,67.35,1512.0818,2.8,100.75,10.61,76.53,12.87,31125.7,21556.7,4481.61,28669.02,2384.03,13041.97,13243.02,65354.0,10.2
320,2016,933.1,4378,67.37,1526.5816,2.77,100.54,10.64,76.14,13.22,32876.1,24995.9,4577.47,22246.9,2173.06,8606.54,11467.3,50791.0,10.3
321,2017,864.5,4369,67.49,1520.3078,2.76,100.18,10.147627123356225,75.77914315104674,14.07600989741166,34993.4,25379.4,4879.42,23409.24,1902.28,9199.8,12307.16,53527.0,10.8
322,2018,872.2,4359,68.1,1529.3331,2.71,98.56,10.149955237242613,74.87410474485229,14.975940017905106,37341.9,26447.9,5337.72,25315.35,2033.3,10025.1,13256.95,58008.0,10.5
323,2000,310.69,2372,42.68,659.0821,3.49,106.83,21.28,73.37,5.35,5129.05,3927.75,247.2681,1401.01,350.8,556.28,493.93,5871.793797150041,3.999971866607666
324,2001,332.6,2381,-19.171875,672.0253,3.45,106.68,20.674441969160878,72.57677019176168,6.753155986546107,5535.89,4195.62,319.257,1545.79,358.89,626.47,560.43,6463.0,-14.33721923828125
325,2002,379.8,2384,26.5,687.2121,3.4,106.48,19.49037564657,73.37403544475536,7.135588908674638,6051.24,4859.88,393.5743,1734.31,374.69,728.34,631.28,7241.0,-41.869140625
326,2003,391.5,2386,-3840.0,701.07,3.35,106.37,18.239047213951512,74.1259038706933,7.639302424500213,7012.9,5419.14,447.2566,2150.4148971505106,420.0992971505105,973.9356,756.38,8974.645871000837,-91.5
327,2004,329.2,2393,276824064.0,717.2267,3.29,106.21,17.113588430250076,75.40997718762105,7.472130159686652,8123.0,6219.0,564.1117,2712.0773292240565,506.07,1332.4728074999996,873.5345217240565,11305.0,3200.0
328,2005,329.0,2403,47.2,731.8436,3.21,105.92,17.05816059059655,75.01013030099656,7.932025680313027,9136.8,6928.6,681.8772,3895.55,589.56,1773.21,1532.78,16330.81867010695,-42991616.0
329,2006,331.2,2415,48.64,757.3997,3.1453920565323696,105.44343580989457,16.221821460775473,75.98286744815151,7.790802524797115,10358.0,7666.61,812.133,4791.48,649.62,2327.44,1814.42,20053.0,2.006638503319252
330,2007,349.93,2429,50.15,788.5384,3.06,105.28,15.689295749116287,76.1442943895586,8.166409861325114,12377.8,9281.5,1082.3054,6091.12,762.1,3154.56,2174.46,25393.0,2.35
331,2008,358.07,2444,51.71,811.8373,3.0006485289601703,105.140663139583,14.9019068573524,76.98478181151448,8.108727539420608,14432.6,10828.6,1454.5732,7761.8,906.98,4271.03,2583.79,32214.0,2.1782790050980982
332,2009,366.52,2458,53.4,848.6525,2.89,104.72,14.228568770640495,77.31057258477139,8.456207265454207,15849.2,12369.9,1926.8365,9740.25,929.6,5114.0,3696.65,40282.0,2.15
333,2010,333.96,2472,55.5,878.0882,2.79,104.33,14.071035591704154,78.3674206703062,7.5615437379896475,17698.0,13994.6,2989.21,14359.88,1306.3,8037.69,5015.89,57974.0,4.54
334,2011,340.0,2482,56.62,908.5406,2.71,104.22,13.677309814648867,79.43215582700563,6.8905343583455165,20408.0,15878.0,2989.21,14359.88,1306.3,8037.69,5015.89,57974.0,5.28
335,2012,385.9,2490,57.74,922.0928,2.67,103.99,13.853188929001202,78.2719614921781,7.874849578820697,23150.26,17717.0,3425.99,15880.58,1448.58,8801.5,5630.5,63886.0,5.64
336,2013,350.1,2498,58.71,945.3852,2.61,104.0,13.734051326832581,77.71794498617378,8.548003686993647,26003.6,19244.0,3686.52,16832.38,1599.41,9084.19,6148.78,67498.0,6.449999999999998
337,2014,324.6,2505,59.51,975.0316,2.52,103.81,13.56,77.11,9.33,28349.6,20885.2,3879.98,17770.19,1627.85,9119.79,7022.55,71046.0,6.92
338,2015,329.1,2511,60.3,990.3587,2.46,103.57,13.07,77.37,9.56,30594.1,21876.5,4252.96,17831.51,1617.42,9000.58,7213.51,71101.0,7.899999999999999
339,2016,345.3,2520,61.19,999.5617,2.45,103.42,12.8,77.76,9.44,32974.9,22744.5,4512.71,18128.1,1637.39,8553.63,7937.08,72064.0,8.5
340,2017,369.2,2529,62.02,1007.9876,2.42,103.1,13.545014149359682,75.61513741666268,10.839848433977648,35670.0,23637.8,4529.93,16096.21,1649.77,6399.68,8046.76,63764.0,9.4
341,2018,349.3,2534,62.71,1020.1,2.47,99.57,13.276550695346714,76.87791732832876,9.850344064289496,38304.7,24437.1,4831.46,17289.22,1753.82,6807.3,8728.1,68302.0,9.5
342,2000,76.08,554,32.43,140.6624,3.94,105.03,28.38,67.15,4.47,4912.4,4200.5,60.838,265.57,45.95,120.04,99.58,4839.103498542275,5.919978976249695
343,2001,91.9,563,-40.9609375,144.7957,3.91,105.36,27.62296614924257,67.51449410884608,4.862539741911352,5544.17,4595.4,93.5787,298.38,49.57,134.37,114.44,5340.0,-4.0843353271484375
344,2002,-2621440.0,572,-310.0,147.6971,3.88,105.05,26.71441360787825,68.52282900626679,4.762757385854969,520093696.0,-3305111552.0,114.565,329.28,52.84,151.16,125.28,5804.0,-18.7177734375
345,2003,118.8,580,-150528.0,152.1845,3.81,105.34,26.31858407079645,67.98230088495575,5.699115044247787,6530.48,5330.34,105.7793,385.34,55.5,192.0,137.84,6691.0,20.625
346,2004,135.3,588,41607495680.0,157.7711,3.74,105.57,25.821264570823036,68.509360649947,5.669374779229955,7218.0,5821.0,123.0177,460.35,65.13,239.42,155.8,7880.0,-10112.0
347,2005,96.4,596,42.28,166.7477,3.53,104.87,25.906302286670385,68.06900572935152,6.024691983978096,8093.6,6404.31,160.2509,606.1,72.08,281.23,252.79,10239.0,-629145600.0
348,2006,97.3,604,43.0,174.0738,3.4512206891559787,104.88081613054159,24.11987723415779,69.94042245892761,5.957754107239574,9177.3,7205.57,193.2089,710.76,79.54,349.83,281.39,11847.0,3.0769230769230766
349,2007,109.98,610,44.02,180.9807,3.39,104.95,23.47122302158273,70.28776978417267,6.241007194244604,10859.3,7817.3,241.8545,889.2,97.89,451.82,339.49,14649.0,2.86
350,2008,95.74,618,44.98,188.3218,3.31622201996795,104.520250067953,22.88089643954455,70.64883426712453,6.470269293330923,12931.5,9558.3,324.6064,1098.51,120.0,581.24,397.27,17892.0,3.0429212043561864
351,2009,70.42,625,46.1,196.4199,3.23,104.12,21.36627906976744,71.82049418604652,6.795058139534882,14024.7,10280.0,432.3624,1353.31,127.25,662.32,563.74,21777.0,3.1
352,2010,91.89,633,47.9,204.4067,3.14,103.58,21.39271743356582,72.21520785228563,6.392074714148557,15344.0,11334.4,705.91,2102.21,184.14,1056.15,861.92,33043.0,4.83
353,2011,120.5,639,49.82,211.8925,3.08,103.38,20.92257001647447,73.60424675086948,5.47318323265605,17579.0,12896.0,705.91,2102.21,184.14,1056.15,861.92,33043.0,6.02
354,2012,116.2,647,50.67,216.7023,3.04,103.18,21.37037037037037,72.0,6.62962962962963,19831.41,14067.0,864.36,2341.29,199.4,1159.37,982.52,36394.0,5.46
355,2013,106.0,654,52.01,221.93599999999998,3.01,102.83,20.244489720318576,72.68012594924986,7.075384330431562,21475.7,15806.9,922.48,2565.06,222.98,1264.96,1077.12,39420.0,5.21
356,2014,118.4,662,53.61,226.2304,2.97,102.66,19.73,73.49,6.78,23284.6,17216.2,1000.45,2752.1,216.99,1341.24,1193.87,41834.0,6.67
357,2015,132.2,668,55.23,689.9381,2.92,102.84,20.09,72.54,7.36,25186.0,18983.9,1138.49,2911.77,237.76,1379.6,1294.41,43805.0,8.700000000000001
358,2016,112.2,675,56.29,231.0301,2.91,102.64,19.15,73.07,7.78,27153.0,20364.2,1254.54,3168.59,241.6,1488.44,1438.55,47194.0,10.3
359,2017,119.0,682,57.98,234.5778,2.9,102.39,18.375688644037677,73.16509685445175,8.459214501510575,29472.3,20219.5,1372.78,3443.56,250.62,1580.57,1612.37,50765.0,10.2
360,2018,117.7,688,58.88,235.9246,2.77,99.75,20.060305072720823,70.94714437743879,8.992550549840368,31895.2,21976.7,1419.06,3705.18,279.85,1650.26,1775.07,54094.0,10.6
361,2000,95.7,517,34.76,115.2418,4.17,105.01,26.62,69.05,4.33,5169.96,4185.73,68.2614,263.59,38.53,114.0,111.06,5087.13692946058,17.169981956481934
362,2001,75.8,523,-23.09375,117.1843,4.13,105.13,26.99398797595191,68.09619238476954,4.909819639278557,5853.72,4698.59,101.2951,300.95,42.79,132.18,125.98,5735.0,35.32489013671875
363,2002,-1171456.0,529,24.0,119.9075,4.06,105.16,25.80458662555405,68.74156870302564,5.4538446714203115,2197815296.0,-2021654528.0,118.728,341.11,44.9,154.01,142.2,6426.0,61.76171875
364,2003,55.9,534,-60416.0,123.4724,3.98,105.42,24.650717703349287,69.47368421052633,5.875598086124402,6745.32,5400.24,122.0438,390.21,46.15,184.26,159.8,7277.0,192.0
365,2004,57.7,539,1946157056.0,126.4249,3.94,105.38,23.32629963552657,70.80375983119123,5.889123345482447,7320.0,5759.0,137.3363,465.73,57.81,227.06,180.86,8606.0,37888.0
366,2005,54.4,543,39.25,131.9331,3.82,104.8,24.069927541270882,69.89138144444597,6.037300251728023,8057.9,6245.26,169.7547,543.32,65.34,264.61,213.37,10044.740344020112,-7683964928.0
367,2006,59.8,548,39.26,138.3542,3.68869466918966,104.76267663839384,22.5787284610814,70.4297880768469,6.9716775599128535,9000.4,6530.11,214.6628,641.58,69.64,331.16,240.78,11762.0,2.4011299435028253
368,2007,64.71,552,40.07,144.5497,3.61,104.12,22.418235877106046,71.04063429137759,6.521308225966302,10276.1,7512.4,282.1993,783.61,83.41,417.78,282.42,14257.0,3.07
369,2008,63.55,554,40.86,150.8879,3.5241473968422903,104.222077902626,21.72957858997404,71.42001198322349,6.850409426802478,11640.4,8192.6,363.595,961.53,105.58,529.4,326.55,17389.0,3.1088082901554417
370,2009,87.35,557,41.9,157.9078,3.44,103.91,20.9566274827726,72.0308066477503,6.992298338062422,12691.9,8786.5,486.7457,1081.27,107.4,575.33,398.54,19454.0,4.1
371,2010,86.31,563,44.72,161.8491,3.4,103.57,20.919920884678348,72.77651663321619,6.303562482105483,13855.0,9613.8,967.47,1670.44,155.08,975.18,540.18,29522.0,4.62
372,2011,83.1,568,46.22,166.453,3.35,103.22,20.560362587556654,73.50638648537289,5.933250927070457,15603.0,10955.0,967.47,1670.44,155.08,975.18,540.18,29522.0,7.01
373,2012,66.3,573,47.44,169.2588,3.34,102.91,20.61898787118361,72.37557507319113,7.005437055625262,17566.28,12346.0,1159.05,1893.54,176.91,1092.34,624.29,33181.0,6.79
374,2013,74.1,578,48.51,173.4302,3.3,102.73,19.878381211994128,72.95030404697002,7.1503459844831205,20352.4,16223.4,1228.05,2101.05,207.59,1204.31,689.15,36510.0,6.75
375,2014,77.6,583,49.78,177.1673,3.27,102.37,18.3,74.6,7.1,22306.6,17492.9,1347.43,2303.32,215.93,1234.31,853.08,39671.0,7.2
376,2015,82.2,588,50.3,227.4561,3.19,102.85,20.06,72.84,7.1,24542.3,19200.6,1515.16,2417.05,208.93,1207.31,1000.81,41252.0,8.0
377,2016,82.0,593,51.63,176.8869,3.28,102.65,19.71,73.05,7.22,26757.4,20853.2,1524.8,2572.49,221.19,1249.98,1101.32,43531.0,8.6
378,2017,77.7,598,53.07,189.5297,3.08,102.45,20.044543429844094,72.05912127961126,7.896335290544643,29168.9,21473.0,1530.44,2624.83,238.41,1162.41,1224.01,44047.0,9.1
379,2018,113.5,603,54.47,177.5379,3.0,97.98,19.555106167846308,72.86147623862487,7.583417593528818,31514.5,22997.5,1647.43,2865.23,268.1,1247.06,1350.07,47689.0,10.6
380,2000,767.54,8998,38.0,2653.2688,3.38,103.37,20.85,71.12,8.03,6489.97,5022.0,613.0774,8542.44,1268.57,4244.4,3029.47,9555.237894997616,15.20002543926239
381,2001,788.4,9041,0.140625,2686.2224,3.36,103.25,20.425130118373172,71.37280641149648,8.200911980102251,7101.08,5252.41,753.7781,9438.31,1359.49,4654.51,3424.31,10465.0,24.611404418945312
382,2002,888.9,9082,123.0,2712.0562,3.34,103.22,18.83521555424252,72.66078774568278,8.503996700074692,7614.48,5596.44,860.6484,10552.06,1390.0,5309.54,3852.52,11645.0,36.22265625
383,2003,1182.9,9125,240640.0,2740.0471,3.32,103.14,18.351434140907823,72.58590921748818,9.063770537454749,8399.91,6069.35,1010.6395,12435.93,1480.67,6656.85,4298.41,13661.0,-78.0
384,2004,1242.8,9180,-36507222016.0,2766.6942,3.31,103.11,17.12771690317945,73.65726603197413,9.216139752110653,9438.0,6674.0,1189.3716,15490.73,1778.3,8724.52,4987.91,16925.0,25600.0
385,2005,1046.5,9248,45.0,2801.7066,3.29,103.06,15.923152706140302,74.12759304067666,9.949335943052358,10744.8,7457.31,1466.2271,18516.87,1963.51,10628.62,5924.74,20096.454738758865,805306368.0
386,2006,963.3,9309,46.1,2834.9285,3.274279756967416,102.87752657662337,15.278117110513884,75.17015112910545,9.552895186904472,12192.2,8468.4,1833.44,22077.36,2138.9,12751.2,7187.26,23794.0,1.6759878308709673
387,2007,945.0,9367,46.75,2860.3546,3.27,102.89,15.410287528005973,74.84596713965645,9.743745332337566,14264.7,9666.6,2261.8495,25965.91,2509.14,14776.53,8680.24,27807.0,1.47
388,2008,991.44,9417,47.6,2912.9167,3.2245023690516095,102.77895065903601,15.587854536895374,74.66164528657173,9.750500176532894,16305.4,11006.6,2704.6613,31072.06,3002.65,17702.17,10367.23,33083.0,1.9848533792756917
389,2009,958.36,9470,48.32,2952.0156,3.2,102.88,15.658125365161505,74.59787520717326,9.74280706356493,17811.0,12012.7,3267.6716,33896.65,3226.64,18901.83,11768.18,35894.0,2.14
390,2010,992.0,9588,49.7,3002.2198,3.18,103.02,15.736278453480375,74.41987736040774,9.84384418611189,19946.0,13118.2,5002.07,45361.85,3973.85,24017.11,17370.89,47335.0,3.46
391,2011,959.5,9637,50.95,3036.6475,3.16,103.14,15.5278371550719,73.71745044694909,10.753497862417412,22792.0,14561.0,5002.07,45361.85,3973.85,24017.11,17370.89,47335.0,5.38
392,2012,1062.4,9685,52.43,3045.5399,3.15,103.31,16.137854225962133,73.34859547085756,10.5135503031803,25755.19,15778.0,5904.52,50013.24,4281.7,25735.73,19995.81,51768.0,5.62
393,2013,1007.4,9733,53.75,3098.2914,3.1,103.25,15.475968181648431,73.54197009871656,10.98206171963501,26882.4,16646.5,6688.8,54684.33,4742.63,27422.47,22519.23,56323.0,6.68
394,2014,958.5,9789,55.01,3162.594,3.08,103.6,15.78,72.74,11.47,29221.9,18322.6,7177.31,59426.59,4798.36,28788.11,25840.12,60879.0,7.49
395,2015,1377.5,9847,57.01,3209.2129999999997,3.06,103.67,16.35,71.99,11.66,31545.3,19853.8,8250.01,63002.33,4979.08,29485.9,28537.35,64168.0,6.4
396,2016,1466.3,9947,59.02,3235.5595,3.07,103.65,16.94,71.41,11.65,34012.1,21495.3,8755.21,68024.49,4929.13,31343.67,31751.69,68733.0,6.8
397,2017,1591.3,10006,60.58,3259.494,3.07,103.46,17.681995587985746,69.38256042277763,12.935443989236624,36789.4,23072.1,9258.4,72634.15,4832.71,32942.84,34858.6,72807.0,7.1
398,2018,1700.8,10047,61.18,3323.5395,3.03,101.19,18.01038734103485,66.82724978157461,15.162362877390544,39549.4,24798.4,10100.96,76469.67,4950.52,33641.72,37877.43,76267.0,7.6
399,2000,575.72,3247,34.91,896.3452,3.57,107.57,25.8,68.0,6.2,4724.11,3941.87,225.0554,1643.81,179.86,827.59,636.36,5137.050729551769,10.490015506744385
400,2001,619.2,3272,-19.84375,911.2097,3.53,106.84,24.44418845755097,68.74208040548325,6.813731136965788,5391.05,4123.01,289.5027,1779.97,171.09,917.98,690.9,5460.0,18.11492919921875
401,2002,871.9,3294,344.0,926.5145,3.5,107.28,23.441688491757816,69.61331073794484,6.945000770297336,6234.36,4710.96,334.2741,2017.54,197.8,1083.79,735.95,6146.0,29.40234375
402,2003,601.5,3314,593920.0,939.977,3.48,107.29,22.962098408993178,69.93365685852939,7.104244732477424,7005.03,5105.38,415.6866,2456.59,215.19,1389.33,852.07,7435.0,-18.5
403,2004,592.4,3335,380104605696.0,965.0242,3.41,107.06,21.179525222551923,71.76681503461919,7.0536597428288825,7903.0,5654.0,519.0569,3042.41,253.37,1810.08,978.96,9150.0,-90624.0
404,2005,619.7,3355,42.11,1008.0357,3.27,106.96,21.29562076668108,70.99365902867848,7.710945381178844,8913.9,6342.63,668.7508,4179.52,262.42,2353.16,1563.94,12495.0,15300820992.0
405,2006,468.6,3375,43.01,1051.492,3.176327827506058,106.60596156970095,20.08851260342505,72.92989545250464,6.984798922455263,10027.7,7170.94,915.5698,4752.54,276.77,2748.33,1727.44,14123.0,2.7465589089531504
406,2007,365.14,3393,44.03,1094.7231,3.1,106.02,19.530721941485087,73.16939714828284,7.299880910232064,11565.0,8101.8,1049.9228,5733.35,269.68,3438.58,2025.09,16945.0,2.64
407,2008,354.07,3411,45.11,1118.3139,3.0659247819418103,105.72962671949301,18.20072127099646,73.92053023165145,7.875499528899573,13119.1,8806.6,1315.0175,6938.73,302.48,4265.77,2370.48,20398.0,2.0837186363356106
408,2009,374.57,3427,45.99,1159.1391,2.99,105.56,17.252617025478965,74.65929290934228,8.088090065178747,13996.6,9355.1,1561.7047,7358.31,477.59,3993.8,2886.92,21522.0,2.48
409,2010,361.22,3574,48.05,1188.8394,2.92,105.16,17.097890712170642,75.32692069839297,7.575188589436394,15648.0,9792.7,2363.85,11237.55,641.42,6635.26,3960.87,31357.0,3.71
410,2011,420.0,3593,49.68,1233.1273,2.84,104.91,16.160661932373444,76.07335982800183,7.765978239624731,18124.0,11354.0,2363.85,11237.55,641.42,6635.26,3960.87,31357.0,4.53
411,2012,392.4,3611,51.26,1282.3971,2.73,104.76,15.706319702602231,76.33098778544876,7.966011683483803,20411.71,12212.0,2759.46,12112.83,698.32,6731.56,4682.95,33628.0,5.42
412,2013,394.6,3630,52.56,1313.2524,2.68,104.59,15.72253563440932,76.30937677337516,7.971425710184598,22258.2,13762.7,3030.13,12602.24,773.81,6792.68,5035.75,34813.0,5.6000000000000005
413,2014,445.0,3648,53.79,1313.3548,2.68,104.42,14.84,76.64,8.52,24069.4,14636.9,3085.28,12761.49,788.89,6293.91,5678.69,35070.0,5.99
414,2015,447.0,3664,55.03,1297.7367,2.7,104.24,15.05,75.76,9.19,25827.7,15818.6,3422.97,12766.49,783.16,5194.27,6789.06,34919.0,9.9
415,2016,469.4,3682,56.21,1304.3537,2.7,104.02,15.36,75.95,8.7,27352.3,16992.8,3428.86,13050.41,784.78,5028.99,7236.64,35532.0,9.9
416,2017,479.1,3702,57.34,1301.7337,2.7,103.83,15.603927986906712,75.4075286415712,8.988543371522095,29131.8,18404.0,3756.42,15528.42,719.16,6778.89,8030.37,42060.0,9.7
417,2018,478.9,3718,58.41,1304.8698,2.85,101.82,15.59332042911978,74.07893441816212,10.324464420458646,31034.8,19789.8,4283.91,16818.11,740.64,7089.19,8988.28,45328.0,10.3
418,2000,224.15,3644,32.26,948.0599,3.77,108.96,25.01,69.06,5.93,5124.24,4276.67,271.7597,1660.92,279.12,731.9,649.9,4549.219391947412,9.989996910095215
419,2001,249.1,3653,-32.125,960.8385,3.74,108.82,24.48962183679272,68.78021040659654,6.730167756610747,5483.73,4637.74,350.0506,1844.27,287.24,816.34,740.69,5024.0,6.139678955078125
420,2002,-10747904.0,3662,320.0,978.4543,3.69,108.8,22.346199410419594,69.63936413477697,8.014436454803427,2113929216.0,-1577058304.0,404.9114,2035.96,303.79,925.78,806.39,5523.0,-1.427734375
421,2003,350.7,3672,352256.0,1003.0578,3.63,108.85,20.89827614694057,71.35264636228452,7.7490774907749085,6806.35,5666.54,418.2008,2398.58,320.03,1133.56,944.99,6480.0,1.5
422,2004,350.2,3681,-148176371712.0,1029.3085,3.57,108.71,19.807339958914,72.54178002331908,7.65088001776692,7492.0,6233.0,516.3052,2883.51,394.98,1416.82,1071.71,7757.0,16128.0
423,2005,370.7,3690,37.23,1055.7429,3.51,108.24,19.55727950285332,71.81596636948883,8.626957210454702,8272.0,6656.46,638.9627,3675.66,435.77,1849.28,1390.61,9899.0,-7851737088.0
424,2006,290.0,3699,39.12,1081.8762,3.4556411352796186,107.89460177328243,18.48788106669752,72.58922890032973,8.925782379822989,9267.7,7553.28,824.1805,4523.74,488.48,2440.5,1594.76,12138.0,2.4436670439345614
425,2007,333.64,3708,40.62,1111.7893,3.4,107.98,17.357415001599627,73.00410086379897,9.635575720559581,10763.3,8427.1,1053.9665,5465.79,592.63,2964.56,1908.6,14607.0,2.33
426,2008,319.7,3718,42.1,1140.3757,3.34443876697829,107.66716401152901,16.447542574781608,73.96394011588576,9.588517309332627,12857.9,9772.1,1428.5208,6851.32,753.72,3842.08,2255.52,18246.0,3.178337254116819
427,2009,356.23,3727,43.5,1173.7424,3.28,107.62,15.833930276981851,74.27172874880611,9.894340974212037,14128.2,10705.7,1841.6388,8169.8,789.64,4236.42,3143.74,21688.0,3.3200000000000003
428,2010,388.32,3735,45.76,1198.3659,3.23,107.61,14.706082095932855,76.76442270431042,8.529495199756726,15695.0,11821.9,2930.81,12512.3,1220.9,6935.59,4355.81,33464.0,3.88
429,2011,428.3,3743,47.3,1224.902,3.19,107.14,15.020640480360269,76.48548911683763,8.490743057292969,18245.0,13783.0,2930.81,12512.3,1220.9,6935.59,4355.81,33464.0,6.03
430,2012,433.1,3753,50.02,1244.4602,3.15,107.17,14.060354462717548,76.6629410825483,9.276704454734153,20733.88,15333.0,3323.8,14453.68,1370.16,8073.87,5009.65,38564.0,6.83
